Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",0,4.09,Penguin Books,Paperback,90,2003,-380,,2020/09/18,"philosophy, to-read","philosophy (#37), to-read (#39)",to-read,,,,0,0
280111,Holy Bible: New International Version,Anonymous,"Anonymous, Anonymous",,"=""0310902711""","=""9780310902713""",0,4.63,Zondervan Publishing,Hardcover,1213,1985,,,2020/11/17,philosophy,philosophy (#56),read,,,,1,0
67891,The Undiscovered Self,C.G. Jung,"Jung, C.G.",R.F.C. Hull,"=""0451217322""","=""9780451217325""",0,4.13,Signet,Paperback,112,2006,1961,,2020/11/22,"to-read, philosophy","to-read (#35), philosophy (#55)",to-read,,,,0,0
51299,Letter to a Christian Nation,Sam Harris,"Harris, Sam",,"=""0307265773""","=""9780307265777""",0,3.99,Knopf,Hardcover,96,2006,2006,,2020/11/28,"to-read, philosophy","to-read (#36), philosophy (#53)",to-read,,,,0,0
13259270,Free Will,Sam Harris,"Harris, Sam",,"=""1451683405""","=""9781451683400""",0,3.86,Free Press,Paperback,96,2012,2012,,2020/11/28,"to-read, philosophy","to-read (#37), philosophy (#52)",to-read,,,,0,0
92307,Being and Time,Martin Heidegger,"Heidegger, Martin",,"=""0060638508""","=""9780060638504""",0,4.05,Harper & Row (NYC/Evanston),Hardcover,589,1962,1927,,2020/11/10,"philosophy, to-read","philosophy (#25), to-read (#38)",to-read,,,,0,0
31763,Zur Genealogie der Moral,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""3150071232""","=""9783150071236""",5,4.12,Reclam,Paperback,187,1998,1887,2020/11/29,2020/10/31,philosophy,philosophy (#22),read,,,,1,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",5,4.38,Penguin Press,Hardcover,790,2017,2017,2020/11/28,2020/09/19,economics,economics (#22),read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",5,4.10,Simon & Schuster Audio,Audio CD,16,2017,2017,2020/11/01,2020/09/03,"economics, philosophy","economics (#3), philosophy (#12)",read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",5,4.12,Ecco,Hardcover,392,2015,2015,2020/11/17,2020/09/29,,,read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη","=""0937832383""","=""9780937832387""",5,3.84,Dante University Press,Paperback,144,2014,1532,2020/01/05,2020/09/08,philosophy,philosophy (#10),read,,,,1,0
2138101,Der Großinquisitor,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""315006256X""","=""9783150062562""",5,4.32,Reclam,Paperback,,1900,1879,2020/06/11,2020/06/11,philosophy,philosophy (#14),read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1948,,2020/04/07,"economics, philosophy","economics (#12), philosophy (#19)",read,,,,1,0
37707826,I Am Dynamite! A Life of Nietzsche,Sue Prideaux,"Prideaux, Sue",,"=""152476082X""","=""9781524760823""",0,4.30,Tim Duggan Books,Hardcover,464,2018,2018,,2020/09/22,"to-read, philosophy","to-read (#10), philosophy (#49)",to-read,,,,0,0
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,"=""0393354776""","=""9780393354775""",0,3.99,W. W. Norton & Company,Paperback,368,2017,2016,,2020/11/17,"to-read, economics","to-read (#34), economics (#23)",to-read,,,,0,0
36166009,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay","=""1542099420""","=""9781542099424""",0,4.10,AmazonClassics,Kindle Edition,592,2017,1788,,2020/09/29,"to-read, economics, philosophy","to-read (#12), economics (#19), philosophy (#48)",to-read,,,,0,0
4143812,Discourses and Selected Writings,Epictetus,"Epictetus, Epictetus",Robert Dobbin,"=""0140449469""","=""9780140449464""",0,4.40,Penguin Books,Paperback,276,2008,108,,2020/09/29,"to-read, philosophy","to-read (#11), philosophy (#46)",to-read,,,,0,0
129237,A Theory of Justice,John Rawls,"Rawls, John",,"=""0674017722""","=""9780674017726""",0,3.95,Belknap Press: An Imprint of Harvard University Press,Paperback,824,2005,1971,,2020/09/29,"to-read, philosophy","to-read (#13), philosophy (#45)",to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",0,4.32,Penguin Books,Paperback,254,2004,64,,2020/10/23,"to-read, philosophy","to-read (#14), philosophy (#43)",to-read,,,,0,0
2823,The Birth of Tragedy,Friedrich Nietzsche,"Nietzsche, Friedrich","Shaun Whiteside, Michael Tanner","=""0140433392""","=""9780140433395""",0,3.98,Penguin Classics,Paperback,121,2003,1871,,2020/11/13,"to-read, philosophy","to-read (#31), philosophy (#42)",to-read,,,,0,0
18414,Utopia,Thomas More,"More, Thomas",Paul  Turner,"=""0140449108""","=""9780140449105""",0,3.55,Penguin Classics,Paperback,113,2003,1516,,2020/11/15,"to-read, economics, philosophy","to-read (#33), economics (#17), philosophy (#41)",to-read,,,,0,0
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul",Hazel E. Barnes,"=""0415278481""","=""9780415278485""",0,3.99,Routledge,Paperback,688,2003,1943,,2020/11/10,"to-read, philosophy","to-read (#22), philosophy (#40)",to-read,,,,0,0
74176,The Protestant Ethic and the Spirit of Capitalism,Max Weber,"Weber, Max","Talcott Parsons, R.H. Tawney","=""048642703X""","=""9780486427034""",0,3.91,Dover Publications,Paperback,320,2003,1904,,2020/10/26,"to-read, economics, philosophy","to-read (#15), economics (#16), philosophy (#38)",to-read,,,,0,0
130288,On Liberty and Other Essays,John Stuart Mill,"Mill, John Stuart",John   Gray,"=""0192833847""","=""9780192833846""",0,4.06,Oxford University Press,Paperback,640,1998,1989,,2020/06/09,"to-read, economics, philosophy","to-read (#3), economics (#15), philosophy (#33)",to-read,,,,0,0
154072,Critique of Practical Reason,Immanuel Kant,"Kant, Immanuel","Andrews Reath, Mary J. Gregor","=""0521599628""","=""9780521599627""",0,3.94,Cambridge University Press,Paperback,181,1997,1788,,2020/11/10,"to-read, philosophy","to-read (#25), philosophy (#32)",to-read,,,,0,0
205218,Ethics,Baruch Spinoza,"Spinoza, Baruch","Stuart Hampshire, Edwin M. Curley","=""0140435719""","=""9780140435719""",0,4.10,Penguin Classics,Paperback,186,2005,1677,,2020/11/10,"to-read, philosophy","to-read (#23), philosophy (#31)",to-read,,,,0,0
299215,The Road to Serfdom,Friedrich A. Hayek,"Hayek, Friedrich A.",Milton Friedman,"=""0226320618""","=""9780226320618""",0,4.15,University of Chicago Press,Paperback,274,1994,1944,,2020/09/08,"to-read, economics, philosophy","to-read (#6), economics (#14), philosophy (#30)",to-read,,,,0,0
375410,Critique of Judgment,Immanuel Kant,"Kant, Immanuel","Mary J. Gregor, Werner S. Pluhar","=""0872200256""","=""9780872200258""",0,4.10,Hackett Publishing,Paperback,686,1987,1790,,2020/11/10,"to-read, philosophy","to-read (#26), philosophy (#28)",to-read,,,,0,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",0,3.96,Penguin Classics,Paperback,187,1985,1859,,2020/09/08,"to-read, philosophy","to-read (#17), philosophy (#27)",to-read,,,,0,0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam","George J. Stigler, Edwin Cannan","=""0226763749""","=""9780226763743""",5,3.89,University Of Chicago Press,Paperback,1076,1977,1776,,2020/09/28,"economics, philosophy","economics (#13), philosophy (#20)",read,,,,1,0
91953,Leviathan,Thomas Hobbes,"Hobbes, Thomas","Marshall Missner, Crawford Brough Macpherson","=""0140431950""","=""9780140431957""",5,3.70,Penguin Books,Paperback,736,1981,1651,,2020/04/07,philosophy,philosophy (#18),read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/06/09,philosophy,philosophy (#16),read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",5,4.02,Plume,Paperback,129,2003,1945,,2020/06/09,"economics, philosophy","economics (#11), philosophy (#15)",read,,,,1,0
238953,Das Kapital,Karl Marx,"Marx, Karl","Friedrich Engels, Serge L. Levitsky","=""089526711X""","=""9780895267115""",3,3.91,Gateway Editions,Paperback,356,1996,1867,2019/09/05,2020/09/05,economics,economics (#10),read,,,,1,0
51562628,Operations Management,Gérard Cachon,"Cachon, Gérard",Christian Terwiesch,"=""1260547612""","=""9781260547610""",0,5.00,McGraw-Hill Education,Paperback,768,2019,,2020/06/15,2020/10/26,economics,economics (#9),read,,,,1,0
9267588,Economics Evolving: A History of Economic Thought,Agnar Sandmo,"Sandmo, Agnar",,"=""0691148422""","=""9780691148427""",5,4.06,Princeton University Press,Paperback,502,2011,2010,2020/06/29,2020/06/29,economics,economics (#7),read,,,,1,0
